Data,12,field_description,field_name,"auto_lap_duration",,units,"s",,developer_data_index,"13",,field_definition_number,"0",,fit_base_type_id,"132",,
Data,12,field_description,field_name,"auto_lap_distance",,units,"m",,developer_data_index,"14",,field_definition_number,"0",,fit_base_type_id,"132",,
Data,8,field_description,field_name,"lat_gps",,units,"semis",,developer_data_index,"15",,field_definition_number,"0",,fit_base_type_id,"133",,
Data,8,field_description,field_name,"lon_gps",,units,"semis",,developer_data_index,"16",,field_definition_number,"0",,fit_base_type_id,"133",,
Definition,13,field_description,field_name,13,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,,,,
Data,13,field_description,field_name,"serial_number",,developer_data_index,"17",,field_definition_number,"0",,fit_base_type_id,"7",,,,,
Definition,14,field_description,field_name,24,,units,2,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,
Data,14,field_description,field_name,"lap_distance_before_snap",,units,"cm",,developer_data_index,"18",,field_definition_number,"0",,fit_base_type_id,"134",,
Definition,15,field_description,field_name,12,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,,,,
Data,15,field_description,field_name,"workout_type",,developer_data_index,"19",,field_definition_number,"0",,fit_base_type_id,"132",,,,,
Definition,0,field_description,field_name,20,,units,4,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,
Data,0,field_description,field_name,"Leg Spring Stiffness",,units,"kN/m",,developer_data_index,"20",,field_definition_number,"9",,fit_base_type_id,"136",,
Definition,0,field_description,field_name,10,,units,1,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,
Data,0,field_description,field_name,"Form Power",,units,"W",,developer_data_index,"20",,field_definition_number,"8",,fit_base_type_id,"132",,
Definition,0,field_description,field_name,9,,units,1,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,
Data,0,field_description,field_name,"Air Power",,units,"W",,developer_data_index,"20",,field_definition_number,"11",,fit_base_type_id,"132",,
Definition,0,field_description,field_name,21,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,,,,
Data,0,field_description,field_name,"Running Effectiveness",,developer_data_index,"0",,field_definition_number,"1",,fit_base_type_id,"132",,,,,
Definition,0,field_description,field_name,20,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,,,,
Data,0,field_description,field_name,"running_stress_score",,developer_data_index,"0",,field_definition_number,"2",,fit_base_type_id,"132",,,,,
Definition,0,field_description,field_name,26,,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,,,,
Data,0,field_description,field_name,"reanalyzer_lap_motion_type",,developer_data_index,"0",,field_definition_number,"3",,fit_base_type_id,"2",,,,,
Definition,0,hr_zone,name,8,,message_index,1,,high_bpm,1,,,,,,,,
Data,0,hr_zone,name,"HR Zone0",,message_index,"0",,high_bpm,"128",bpm,,,,,,,
Data,0,hr_zone,name,"HR Zone1",,message_index,"1",,high_bpm,"147",bpm,,,,,,,
Data,0,hr_zone,name,"HR Zone2",,message_index,"2",,high_bpm,"167",bpm,,,,,,,
Data,0,hr_zone,name,"HR Zone3",,message_index,"3",,high_bpm,"187",bpm,,,,,,,
Data,0,hr_zone,name,"HR Zone4",,message_index,"4",,high_bpm,"254",bpm,,,,,,,
Definition,2,power_zone,name,9,,message_index,1,,high_value,1,,,,,,,,
Data,2,power_zone,name,"PWR Zone0",,message_index,"0",,high_value,"112",watts,,,,,,,
Data,2,power_zone,name,"PWR Zone1",,message_index,"1",,high_value,"152",watts,,,,,,,
Data,2,power_zone,name,"PWR Zone2",,message_index,"2",,high_value,"182",watts,,,,,,,
Data,2,power_zone,name,"PWR Zone3",,message_index,"3",,high_value,"212",watts,,,,,,,
Data,2,power_zone,name,"PWR Zone4",,message_index,"4",,high_value,"242",watts,,,,,,,
Data,2,power_zone,name,"PWR Zone5",,message_index,"5",,high_value,"65534",watts,,,,,,,
Definition,4,event,timestamp,1,,data,1,,event,1,,event_type,1,,,,,
Data,4,event,timestamp,"1013707152",s,timer_trigger,"0",,event,"0",,event_type,"0",,,,,
Definition,4,device_info,timestamp,1,,product_name,7,,manufacturer,1,,product,1,,device_index,1,,
Data,4,device_info,timestamp,"1013707152",s,product_name,"FITNESS",,manufacturer,"32",,product,"0",,device_index,"0",,
Definition,4,unknown,unknown,12,,unknown,1,,unknown,1,,,,,,,,
Data,4,unknown,unknown,"FITNESS CB6D",,unknown,"7",,unknown,"0",,,,,,,,
Definition,4,sport,sport,1,,sub_sport,1,,,,,,,,,,,
Data,4,sport,sport,"2",,sub_sport,"0",,,,,,,,,,,
Definition,4,workout,wkt_name,7,,sport,1,,sub_sport,1,,,,,,,,
Data,4,workout,wkt_name,"Cycling",,sport,"2",,sub_sport,"0",,,,,,,,
Definition,4,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,
Data,4,unknown,unknown,"200.0",,unknown,"0",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"80.0",,unknown,"1",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"197.0",,unknown,"11",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"23.0",,unknown,"19",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"18.5",,unknown,"20",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"33.0",,unknown,"21",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"22.860000610351562",,unknown,"24",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"0.0",,unknown,"25",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"1.0",,unknown,"26",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"8.0",,unknown,"27",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"-28800.0",,unknown,"30",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"65535.0",,unknown,"33",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"0.0",,unknown,"39",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"0.0",,unknown,"45",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"65535.0",,unknown,"46",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"2.0",,unknown,"50",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"255.0",,unknown,"53",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"0.0",,unknown,"55",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"255.0",,unknown,"69",,unknown,"0",,,,,,,,
Data,4,unknown,unknown,"280.0",,unknown,"71",,unknown,"0",,,,,,,,
Definition,5,record,timestamp,1,,distance,1,,calories,1,,,,,,,,
Data,5,record,timestamp,"1013707152",s,distance,"0.0",m,calories,"0",kcal,,,,,,,
Data,5,record,timestamp,"1013707153",s,distance,"0.0",m,calories,"0",kcal,,,,,,,
Definition,6,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,calories,1,,gps_accuracy,1,,lat_gps,1,,lon_gps,1,,
Data,6,record,timestamp,"1013707154",s,position_lat,"446758229",semicircles,position_long,"-1457491967",semicircles,distance,"0.0",m,altitude,"20.0",m,calories,"0",kcal,gps_accuracy,"16",m,enhanced_altitude,"20.0",m,lat_gps,"446758229",semis,lon_gps,"-1457491967",semis,
Definition,6,record,timestamp,1,,distance,1,,altitude,1,,calories,1,,gps_accuracy,1,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,"1013707155",s,distance,"0.0",m,altitude,"20.0",m,calories,"0",kcal,gps_accuracy,"16",m,enhanced_altitude,"20.0",m,,,,,,,,,,,,,
Data,6,record,timestamp,"1013707156",s,distance,"0.0",m,altitude,"20.0",m,calories,"0",kcal,gps_accuracy,"16",m,enhanced_altitude,"20.0",m,,,,,,,,,,,,,
Definition,7,record,timestamp,1,,distance,1,,altitude,1,,speed,1,,calories,1,,gps_accuracy,1,,,,,,,,,,,,,,
Data,7,record,timestamp,"1013707157",s,distance,"0.0",m,altitude,"20.0",m,speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"15",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.0",m/s,,,,,,,
Definition,7,record,timestamp,1,,distance,1,,altitude,1,,speed,1,,grade,1,,vertical_speed,1,,calories,1,,gps_accuracy,1,,ascent,1,,,,,
Data,7,record,timestamp,"1013707158",s,distance,"0.0",m,altitude,"20.0",m,speed,"0.0",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"15",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.0",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707159",s,distance,"2.11",m,altitude,"20.0",m,speed,"1.526",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"14",m,enhanced_altitude,"20.0",m,enhanced_speed,"1.526",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707160",s,distance,"2.11",m,altitude,"20.0",m,speed,"1.032",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"14",m,enhanced_altitude,"20.0",m,enhanced_speed,"1.032",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707161",s,distance,"2.11",m,altitude,"20.0",m,speed,"0.537",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"13",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.537",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707162",s,distance,"2.11",m,altitude,"20.0",m,speed,"0.042",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"13",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.042",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707163",s,distance,"2.11",m,altitude,"20.0",m,speed,"0.0",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"12",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.0",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707164",s,distance,"2.11",m,altitude,"20.0",m,speed,"0.0",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"12",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.0",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707165",s,distance,"2.11",m,altitude,"20.0",m,speed,"0.0",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.0",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707166",s,distance,"2.11",m,altitude,"20.0",m,speed,"0.0",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.0",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707167",s,distance,"2.11",m,altitude,"20.0",m,speed,"0.0",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.0",m,enhanced_speed,"0.0",m/s,ascent,"0",m,
Data,7,record,timestamp,"1013707168",s,distance,"5.21",m,altitude,"20.0",m,speed,"1.669",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.0",m,enhanced_speed,"1.669",m/s,ascent,"0",m,
Definition,10,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,grade,1,,vertical_speed,1,,calories,1,,gps_accuracy,1,,ascent,1,,lat_gps,1,,lon_gps,1,,
Data,10,record,timestamp,"1013707169",s,position_lat,"446757956",semicircles,position_long,"-1457492058",semicircles,distance,"8.36",m,altitude,"20.0",m,speed,"2.227",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"9",m,enhanced_altitude,"20.0",m,enhanced_speed,"2.227",m/s,ascent,"0",m,lat_gps,"446757956",semis,lon_gps,"-1457492058",semis,
Data,10,record,timestamp,"1013707170",s,position_lat,"446757637",semicircles,position_long,"-1457492240",semicircles,distance,"11.57",m,altitude,"20.0",m,speed,"2.973",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"13",m,enhanced_altitude,"20.0",m,enhanced_speed,"2.973",m/s,ascent,"0",m,lat_gps,"446757637",semis,lon_gps,"-1457492240",semis,
Data,10,record,timestamp,"1013707171",s,position_lat,"446757273",semicircles,position_long,"-1457492422",semicircles,distance,"13.69",m,altitude,"20.0",m,speed,"3.282",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"13",m,enhanced_altitude,"20.0",m,enhanced_speed,"3.282",m/s,ascent,"0",m,lat_gps,"446757273",semis,lon_gps,"-1457492422",semis,
Data,10,record,timestamp,"1013707172",s,position_lat,"446757000",semicircles,position_long,"-1457492513",semicircles,distance,"19.01",m,altitude,"20.0",m,speed,"3.782",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"13",m,enhanced_altitude,"20.0",m,enhanced_speed,"3.782",m/s,ascent,"0",m,lat_gps,"446757000",semis,lon_gps,"-1457492513",semis,
Data,10,record,timestamp,"1013707173",s,position_lat,"446756864",semicircles,position_long,"-1457492787",semicircles,distance,"23.21",m,altitude,"20.0",m,speed,"3.845",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"12",m,enhanced_altitude,"20.0",m,enhanced_speed,"3.845",m/s,ascent,"0",m,lat_gps,"446756864",semis,lon_gps,"-1457492787",semis,
Data,10,record,timestamp,"1013707174",s,position_lat,"446756545",semicircles,position_long,"-1457493151",semicircles,distance,"25.41",m,altitude,"20.0",m,speed,"3.7",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.0",m,enhanced_speed,"3.7",m/s,ascent,"0",m,lat_gps,"446756545",semis,lon_gps,"-1457493151",semis,
Data,10,record,timestamp,"1013707175",s,position_lat,"446756409",semicircles,position_long,"-1457493515",semicircles,distance,"29.67",m,altitude,"20.0",m,speed,"3.466",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.0",m,enhanced_speed,"3.466",m/s,ascent,"0",m,lat_gps,"446756409",semis,lon_gps,"-1457493515",semis,
Data,10,record,timestamp,"1013707176",s,position_lat,"446756363",semicircles,position_long,"-1457493970",semicircles,distance,"33.92",m,altitude,"20.0",m,speed,"3.768",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.0",m,enhanced_speed,"3.768",m/s,ascent,"0",m,lat_gps,"446756363",semis,lon_gps,"-1457493970",semis,
Data,10,record,timestamp,"1013707177",s,position_lat,"446756318",semicircles,position_long,"-1457494516",semicircles,distance,"38.17",m,altitude,"20.0",m,speed,"3.927",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.0",m,enhanced_speed,"3.927",m/s,ascent,"0",m,lat_gps,"446756318",semis,lon_gps,"-1457494516",semis,
Data,10,record,timestamp,"1013707178",s,position_lat,"446756591",semicircles,position_long,"-1457495062",semicircles,distance,"42.42",m,altitude,"20.0",m,speed,"4.287",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.0",m,enhanced_speed,"4.287",m/s,ascent,"0",m,lat_gps,"446756591",semis,lon_gps,"-1457495062",semis,
Data,10,record,timestamp,"1013707179",s,position_lat,"446756864",semicircles,position_long,"-1457495608",semicircles,distance,"47.03",m,altitude,"20.200000000000045",m,speed,"4.643",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.200000000000045",m,enhanced_speed,"4.643",m/s,ascent,"0",m,lat_gps,"446756864",semis,lon_gps,"-1457495608",semis,
Data,10,record,timestamp,"1013707180",s,position_lat,"446757137",semicircles,position_long,"-1457496154",semicircles,distance,"52.83",m,altitude,"20.200000000000045",m,speed,"5.068",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.200000000000045",m,enhanced_speed,"5.068",m/s,ascent,"0",m,lat_gps,"446757137",semis,lon_gps,"-1457496154",semis,
Data,10,record,timestamp,"1013707181",s,position_lat,"446757501",semicircles,position_long,"-1457496791",semicircles,distance,"57.73",m,altitude,"20.200000000000045",m,speed,"5.279",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.200000000000045",m,enhanced_speed,"5.279",m/s,ascent,"0",m,lat_gps,"446757501",semis,lon_gps,"-1457496791",semis,
Data,10,record,timestamp,"1013707182",s,position_lat,"446757911",semicircles,position_long,"-1457497247",semicircles,distance,"63.64",m,altitude,"20.200000000000045",m,speed,"5.539",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.200000000000045",m,enhanced_speed,"5.539",m/s,ascent,"0",m,lat_gps,"446757911",semis,lon_gps,"-1457497247",semis,
Data,10,record,timestamp,"1013707183",s,position_lat,"446758229",semicircles,position_long,"-1457498248",semicircles,distance,"70.0",m,altitude,"20.399999999999977",m,speed,"5.678",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.399999999999977",m,enhanced_speed,"5.678",m/s,ascent,"0",m,lat_gps,"446758229",semis,lon_gps,"-1457498248",semis,
Data,10,record,timestamp,"1013707184",s,position_lat,"446758548",semicircles,position_long,"-1457498703",semicircles,distance,"76.36",m,altitude,"20.600000000000023",m,speed,"5.782",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.600000000000023",m,enhanced_speed,"5.782",m/s,ascent,"0",m,lat_gps,"446758548",semis,lon_gps,"-1457498703",semis,
Data,7,record,timestamp,"1013707185",s,distance,"80.61",m,altitude,"20.600000000000023",m,speed,"5.845",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"11",m,enhanced_altitude,"20.600000000000023",m,enhanced_speed,"5.845",m/s,ascent,"0",m,,,,,,,,,,,,,
Data,7,record,timestamp,"1013707186",s,distance,"84.86",m,altitude,"20.600000000000023",m,speed,"5.93",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.600000000000023",m,enhanced_speed,"5.93",m/s,ascent,"0",m,,,,,,,,,,,,,
Data,10,record,timestamp,"1013707187",s,position_lat,"446758866",semicircles,position_long,"-1457499067",semicircles,distance,"91.2",m,altitude,"20.600000000000023",m,speed,"5.92",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.600000000000023",m,enhanced_speed,"5.92",m/s,ascent,"0",m,lat_gps,"446758866",semis,lon_gps,"-1457499067",semis,
Data,10,record,timestamp,"1013707188",s,position_lat,"446759003",semicircles,position_long,"-1457499704",semicircles,distance,"96.22",m,altitude,"20.799999999999955",m,speed,"5.715",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.799999999999955",m,enhanced_speed,"5.715",m/s,ascent,"0",m,lat_gps,"446759003",semis,lon_gps,"-1457499704",semis,
Data,10,record,timestamp,"1013707189",s,position_lat,"446759139",semicircles,position_long,"-1457500068",semicircles,distance,"101.83",m,altitude,"20.600000000000023",m,speed,"5.518",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.600000000000023",m,enhanced_speed,"5.518",m/s,ascent,"0",m,lat_gps,"446759139",semis,lon_gps,"-1457500068",semis,
Data,10,record,timestamp,"1013707190",s,position_lat,"446759367",semicircles,position_long,"-1457500523",semicircles,distance,"108.18",m,altitude,"20.799999999999955",m,speed,"5.76",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.799999999999955",m,enhanced_speed,"5.76",m/s,ascent,"0",m,lat_gps,"446759367",semis,lon_gps,"-1457500523",semis,
Data,10,record,timestamp,"1013707191",s,position_lat,"446759777",semicircles,position_long,"-1457500979",semicircles,distance,"114.54",m,altitude,"20.799999999999955",m,speed,"6.068",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"10",m,enhanced_altitude,"20.799999999999955",m,enhanced_speed,"6.068",m/s,ascent,"0",m,lat_gps,"446759777",semis,lon_gps,"-1457500979",semis,
Data,10,record,timestamp,"1013707192",s,position_lat,"446759230",semicircles,position_long,"-1457500432",semicircles,distance,"120.9",m,altitude,"20.600000000000023",m,speed,"6.407",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"9",m,enhanced_altitude,"20.600000000000023",m,enhanced_speed,"6.407",m/s,ascent,"0",m,lat_gps,"446759230",semis,lon_gps,"-1457500432",semis,
Data,10,record,timestamp,"1013707193",s,position_lat,"446759503",semicircles,position_long,"-1457500796",semicircles,distance,"128.22",m,altitude,"21.799999999999955",m,speed,"6.811",m/s,grade,"0.0",%,vertical_speed,"0.0",m/s,calories,"0",kcal,gps_accuracy,"9",m,enhanced_altitude,"21.799999999999955",m,enhanced_speed,"6.811",m/s,ascent,"0",m,lat_gps,"446759503",semis,lon_gps,"-1457500796",semis,
